query,markup
"doc вино 12% 0,75л","[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 12, 'B-PERCENT'), (13, 18, 'B-VOLUME')]"
"doc вино 12 % 0,75л","[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 11, 'B-PERCENT'), (12, 13, 'I-PERCENT'), (14, 19, 'B-VOLUME')]"
яблоки 1кг,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
milky way батончик 176 г,"[(0, 5, 'B-BRAND'), (6, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
haribo мармелад 70г,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
help спрей-лосьон 125мл,"[(0, 4, 'B-BRAND'), (5, 17, 'B-TYPE'), (18, 23, 'B-VOLUME')]"
эмилия печенье 1КГ,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
"лезгинка коньяк 40% 0,5 л","[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 19, 'B-PERCENT'), (20, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME')]"
"лезгинка коньяк 40 % 0,5 л","[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 18, 'B-PERCENT'), (19, 20, 'I-PERCENT'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]"
пирожное 460г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
matti мюсли 250г,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
"tuborg пиво 4,6% 0,5л","[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-PERCENT'), (17, 21, 'B-VOLUME')]"
"tuborg пиво 4,6 % 0,5л","[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-PERCENT'), (16, 17, 'I-PERCENT'), (18, 22, 'B-VOLUME')]"
"соки крыма 1,0л","[(0, 4, 'B-BRAND'), (5, 10, 'I-BRAND'), (11, 15, 'B-VOLUME')]"
duru мыло 125г,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE'), (10, 14, 'B-VOLUME')]"
чипсоны чипсы 40Г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
novocraft насадка 10шт,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
главпродукт икра 460 г,"[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
витамин 400г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
октопас лак 6мл,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
радуга пузыри 500мл,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 19, 'B-VOLUME')]"
oilright масло 10л,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
домашнее меню вареники 450Г,"[(0, 8, 'B-BRAND'), (9, 13, 'I-BRAND'), (14, 22, 'B-TYPE'), (23, 27, 'B-VOLUME')]"
"пиво 3,9% 1,5л","[(0, 4, 'B-TYPE'), (5, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME')]"
"пиво 3,9 % 1,5л","[(0, 4, 'B-TYPE'), (5, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 15, 'B-VOLUME')]"
коровка мороженое 65г,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 21, 'B-VOLUME')]"
злато масло 1л,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 14, 'B-VOLUME')]"
felix антифриз 1кг,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
мацони 4% 350г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME')]"
мацони 4 % 350г,"[(0, 6, 'B-TYPE'), (7, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 15, 'B-VOLUME')]"
креманка 200 мл,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
"услада йогурт 5,1 %","[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT')]"
простоквашино сметана 20% 180Г,"[(0, 13, 'B-BRAND'), (14, 21, 'B-TYPE'), (22, 25, 'B-PERCENT'), (26, 30, 'B-VOLUME')]"
простоквашино сметана 20 % 180Г,"[(0, 13, 'B-BRAND'), (14, 21, 'B-TYPE'), (22, 24, 'B-PERCENT'), (25, 26, 'I-PERCENT'), (27, 31, 'B-VOLUME')]"
чистая линия гель 750мл,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 23, 'B-VOLUME')]"
игрушка 878 шт,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
alpro напиток 1л,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 16, 'B-VOLUME')]"
whiskas подушечки 350г,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
луч гуашь 15 мл,"[(0, 3, 'B-BRAND'), (4, 9, 'B-TYPE'), (10, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
"нарзан вода 1,0л","[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
бархатные ручки мыло 240мл,"[(0, 9, 'B-BRAND'), (10, 15, 'I-BRAND'), (16, 20, 'B-TYPE'), (21, 26, 'B-VOLUME')]"
коркунов конфеты 192г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
stout тройник 001341 шт,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
"агуша молоко 3,2 % 200 мл","[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT'), (19, 22, 'B-VOLUME'), (23, 25, 'I-VOLUME')]"
дороничи макароны 250г,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
"активиа йогурт 2,9%","[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 19, 'B-PERCENT')]"
"активиа йогурт 2,9 %","[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 18, 'B-PERCENT'), (19, 20, 'I-PERCENT')]"
пакетики 100шт,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME')]"
"свитлогорье молоко 3,2% 900мл","[(0, 11, 'B-BRAND'), (12, 18, 'B-TYPE'), (19, 23, 'B-PERCENT'), (24, 29, 'B-VOLUME')]"
"свитлогорье молоко 3,2 % 900мл","[(0, 11, 'B-BRAND'), (12, 18, 'B-TYPE'), (19, 22, 'B-PERCENT'), (23, 24, 'I-PERCENT'), (25, 30, 'B-VOLUME')]"
печенье 1 кг,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
гамма пластилин 160г,"[(0, 5, 'B-BRAND'), (6, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
normal губка 5шт,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
schmetz иглы 9 шт,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 14, 'B-VOLUME'), (15, 17, 'I-VOLUME')]"
жокей кофе 12г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
"квас 1,5 л","[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
калинов родничок вода 0.5 л,"[(0, 7, 'B-BRAND'), (8, 16, 'I-BRAND'), (17, 21, 'B-TYPE'), (22, 25, 'B-VOLUME'), (26, 27, 'I-VOLUME')]"
гипс 5кг,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME')]"
heinz кетчуп 80г,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
эколь говядина 400 г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
белые росы вода 5л,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 15, 'B-TYPE'), (16, 18, 'B-VOLUME')]"
"ева вода 0,5л","[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
желен пельмени 800г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
пемолюкс порошок 480 г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
агуша пюре 90г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
"купино масло 82,5% 180г","[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 18, 'B-PERCENT'), (19, 23, 'B-VOLUME')]"
"купино масло 82,5 % 180г","[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT'), (20, 24, 'B-VOLUME')]"
aura мыло 250 мл,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME')]"
хозяин балтики печень 230г,"[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 21, 'B-TYPE'), (22, 26, 'B-VOLUME')]"
сельдь 1кг,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
animonda консервы 150г,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
ремит колбаса 400г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
кубань продукт паста 280 г,"[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 20, 'B-TYPE'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]"
агровита удобрение 100г,"[(0, 8, 'B-BRAND'), (9, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
корица 50 г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
закладка 2 шт,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
сок 250 мл,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
пролетарец хлеб 275г,"[(0, 10, 'B-BRAND'), (11, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
gillette кассеты 2 шт,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 18, 'B-VOLUME'), (19, 21, 'I-VOLUME')]"
schauma шампунь 400мл,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 21, 'B-VOLUME')]"
рот фронт конфеты 180г,"[(0, 3, 'B-BRAND'), (4, 9, 'I-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
мастер дак приправа 15г,"[(0, 6, 'B-BRAND'), (7, 10, 'I-BRAND'), (11, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
"чистое поле водка 40% 0,5л","[(0, 6, 'B-BRAND'), (7, 11, 'I-BRAND'), (12, 17, 'B-TYPE'), (18, 21, 'B-PERCENT'), (22, 26, 'B-VOLUME')]"
"чистое поле водка 40 % 0,5л","[(0, 6, 'B-BRAND'), (7, 11, 'I-BRAND'), (12, 17, 'B-TYPE'), (18, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT'), (23, 27, 'B-VOLUME')]"
lipton чай 1 л,"[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
снежок мороженое 65 г,"[(0, 6, 'B-BRAND'), (7, 16, 'B-TYPE'), (17, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
docile мармелад 70г,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
чистая линия гель 400мл,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 23, 'B-VOLUME')]"
bushido кофе 227г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
tuc крекер 100г,"[(0, 3, 'B-BRAND'), (4, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
свитхоум кекс 1кг,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
natura siberica скраб 190МЛ,"[(0, 6, 'B-BRAND'), (7, 15, 'I-BRAND'), (16, 21, 'B-TYPE'), (22, 27, 'B-VOLUME')]"
"сельдь под шубой 0,334 кг","[(0, 6, 'B-TYPE'), (7, 10, 'I-TYPE'), (11, 16, 'I-TYPE'), (17, 22, 'B-VOLUME'), (23, 25, 'I-VOLUME')]"
пелядь 1кг,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
lays чипсы 90г,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
горячая штучка чебупели 300г,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 23, 'B-TYPE'), (24, 28, 'B-VOLUME')]"
вто кислота 30мл,"[(0, 3, 'B-BRAND'), (4, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
лебедевская агрофирма кефир 2.5% 400г,"[(0, 11, 'B-BRAND'), (12, 21, 'I-BRAND'), (22, 27, 'B-TYPE'), (28, 32, 'B-PERCENT'), (33, 37, 'B-VOLUME')]"
лебедевская агрофирма кефир 2.5 % 400г,"[(0, 11, 'B-BRAND'), (12, 21, 'I-BRAND'), (22, 27, 'B-TYPE'), (28, 31, 'B-PERCENT'), (32, 33, 'I-PERCENT'), (34, 38, 'B-VOLUME')]"
линекс капсулы 3 Л,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
нурофен таблетки 6 Л,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
рагу 0.746кг,"[(0, 4, 'B-TYPE'), (5, 12, 'B-VOLUME')]"
lusso кофе 2г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 13, 'B-VOLUME')]"
kudo грунт 520мл,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE'), (11, 16, 'B-VOLUME')]"
идеал угол 2шт,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
рокс зубная паста 94г,"[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 17, 'I-TYPE'), (18, 21, 'B-VOLUME')]"
эдельвейс пиво 1 шт,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 16, 'B-VOLUME'), (17, 19, 'I-VOLUME')]"
"добрая буренка йогурт 1% 0,450 кг","[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 21, 'B-TYPE'), (22, 24, 'B-PERCENT'), (25, 30, 'B-VOLUME'), (31, 33, 'I-VOLUME')]"
"добрая буренка йогурт 1 % 0,450 кг","[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 21, 'B-TYPE'), (22, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT'), (26, 31, 'B-VOLUME'), (32, 34, 'I-VOLUME')]"
блокнот 40 л,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
"monte choco коктейль 30% 0,5л","[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 20, 'B-TYPE'), (21, 24, 'B-PERCENT'), (25, 29, 'B-VOLUME')]"
"monte choco коктейль 30 % 0,5л","[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 20, 'B-TYPE'), (21, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT'), (26, 30, 'B-VOLUME')]"
sprut вертлюг 10шт,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
чебаркульская птица яйцо 15шт,"[(0, 13, 'B-BRAND'), (14, 19, 'I-BRAND'), (20, 24, 'B-TYPE'), (25, 29, 'B-VOLUME')]"
экомилк сыр 6% 150г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 14, 'B-PERCENT'), (15, 19, 'B-VOLUME')]"
экомилк сыр 6 % 150г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 20, 'B-VOLUME')]"
пехорка пряжа 95% 100г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 17, 'B-PERCENT'), (18, 22, 'B-VOLUME')]"
пехорка пряжа 95 % 100г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT'), (19, 23, 'B-VOLUME')]"
bisquini печенье 340г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
салат 120 г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
домик в деревне сливки 10% 0.2л,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-TYPE'), (23, 26, 'B-PERCENT'), (27, 31, 'B-VOLUME')]"
домик в деревне сливки 10 % 0.2л,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-TYPE'), (23, 25, 'B-PERCENT'), (26, 27, 'I-PERCENT'), (28, 32, 'B-VOLUME')]"
safeline изолента 1шт,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 21, 'B-VOLUME')]"
"ufeelgood куркума 0,2 кг","[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
ясно солнышко хлопья 500г,"[(0, 4, 'B-BRAND'), (5, 13, 'I-BRAND'), (14, 20, 'B-TYPE'), (21, 25, 'B-VOLUME')]"
"милкис 0,25л","[(0, 6, 'B-BRAND'), (7, 12, 'B-VOLUME')]"
merci шоколад 100г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
фруктовый сад сок 200мл,"[(0, 9, 'B-BRAND'), (10, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 23, 'B-VOLUME')]"
растишка йогурт 190г,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
"любимый нектар 0,95л","[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 20, 'B-VOLUME')]"
"агуша йогурт 2,7% 200г","[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 17, 'B-PERCENT'), (18, 22, 'B-VOLUME')]"
"агуша йогурт 2,7 % 200г","[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT'), (19, 23, 'B-VOLUME')]"
смесь 180г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
феникс+ ежедневник 160л,"[(0, 7, 'B-BRAND'), (8, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
краситель 25 г,"[(0, 9, 'B-TYPE'), (10, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
landor 10кг,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME')]"
toblerone шоколад 100г,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
skittles драже 100г,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
"аскорбиновая кислота 2,9г","[(0, 12, 'B-TYPE'), (13, 20, 'I-TYPE'), (21, 25, 'B-VOLUME')]"
fazer конфеты 320г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
томаты 1КГ,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
азбука моря скумбрия 245г,"[(0, 6, 'B-BRAND'), (7, 11, 'I-BRAND'), (12, 20, 'B-TYPE'), (21, 25, 'B-VOLUME')]"
losk порошок 2700г,"[(0, 4, 'B-BRAND'), (5, 12, 'B-TYPE'), (13, 18, 'B-VOLUME')]"
капуста 200г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
карамель 1 кг,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
"чешское пиво 1,5л","[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
село зеленое сливки 20 % 500Г,"[(0, 4, 'B-BRAND'), (5, 12, 'I-BRAND'), (13, 19, 'B-TYPE'), (20, 22, 'B-PERCENT'), (23, 24, 'I-PERCENT'), (25, 29, 'B-VOLUME')]"
7days блеск для губ 6мл,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 15, 'I-TYPE'), (16, 19, 'I-TYPE'), (20, 23, 'B-VOLUME')]"
йогурт 110Г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
autoexpert зарядное устройство 1 шт,"[(0, 10, 'B-BRAND'), (11, 19, 'B-TYPE'), (20, 30, 'I-TYPE'), (31, 32, 'B-VOLUME'), (33, 35, 'I-VOLUME')]"
агуша пюре 90г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
садака чай 50г,"[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
добрый 1л,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME')]"
"йогурт 2,5% 500г","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 16, 'B-VOLUME')]"
"йогурт 2,5 % 500г","[(0, 6, 'B-TYPE'), (7, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT'), (13, 17, 'B-VOLUME')]"
папа может сосиски 450Г,"[(0, 4, 'B-BRAND'), (5, 10, 'I-BRAND'), (11, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
ласка 1л,"[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME')]"
"салат 0,296 кг","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
дар богов брусника 380 г,"[(0, 3, 'B-BRAND'), (4, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
рассольник 250г,"[(0, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
"горшочек 0,5л","[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
remmers колеровка 10 л,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
snickers шоколад 80г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 20, 'B-VOLUME')]"
любятово хлопья 160 г,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
"степан разин пиво 4,7% 1,35л","[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 22, 'B-PERCENT'), (23, 28, 'B-VOLUME')]"
"степан разин пиво 4,7 % 1,35л","[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 21, 'B-PERCENT'), (22, 23, 'I-PERCENT'), (24, 29, 'B-VOLUME')]"
сладуница конфеты 300Г,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
чистый котик 6л,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 15, 'B-VOLUME')]"
капли 20 мл,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]"
axe гель 250 МЛ,"[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
укрепляйка биомороженое 8% 45 г,"[(0, 10, 'B-BRAND'), (11, 23, 'B-TYPE'), (24, 26, 'B-PERCENT'), (27, 29, 'B-VOLUME'), (30, 31, 'I-VOLUME')]"
укрепляйка биомороженое 8 % 45 г,"[(0, 10, 'B-BRAND'), (11, 23, 'B-TYPE'), (24, 25, 'B-PERCENT'), (26, 27, 'I-PERCENT'), (28, 30, 'B-VOLUME'), (31, 32, 'I-VOLUME')]"
мираторг стейк 390г,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
egoiste кофе 250г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
mobil масло 1л,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 14, 'B-VOLUME')]"
витебские просторы сметана 15% 400г,"[(0, 9, 'B-BRAND'), (10, 18, 'I-BRAND'), (19, 26, 'B-TYPE'), (27, 30, 'B-PERCENT'), (31, 35, 'B-VOLUME')]"
витебские просторы сметана 15 % 400г,"[(0, 9, 'B-BRAND'), (10, 18, 'I-BRAND'), (19, 26, 'B-TYPE'), (27, 29, 'B-PERCENT'), (30, 31, 'I-PERCENT'), (32, 36, 'B-VOLUME')]"
"моя семья сок 0,95л","[(0, 3, 'B-BRAND'), (4, 9, 'I-BRAND'), (10, 13, 'B-TYPE'), (14, 19, 'B-VOLUME')]"
jacobs кофе 48 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]"
фишка сухарики 130г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
долгит крем 5% 50 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 14, 'B-PERCENT'), (15, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
долгит крем 5 % 50 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
