query,markup
iddis 06 шт душевая система,"[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 19, 'B-TYPE'), (20, 27, 'I-TYPE')]"
органайзер hoegert 026 шт,"[(0, 10, 'B-TYPE'), (11, 18, 'B-BRAND'), (19, 22, 'B-VOLUME'), (23, 25, 'I-VOLUME')]"
iberica 125мл сок,"[(0, 7, 'B-BRAND'), (8, 13, 'B-VOLUME'), (14, 17, 'B-TYPE')]"
zewa бумага 4шт,"[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
тетрадь 48л unnika,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 18, 'B-BRAND')]"
трубочки 1 кг,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
милка 90 г,"[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
коровка из кореновки пломбир 70г,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 28, 'B-TYPE'), (29, 32, 'B-VOLUME')]"
mis прокладки 20шт,"[(0, 3, 'B-BRAND'), (4, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
fairy 450мл жидкость,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 20, 'B-TYPE')]"
librederm бальзам 20 мл,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
"ведро 20,0л","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME')]"
томат 500г выборжец,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 19, 'B-BRAND')]"
сваля 200г 9% творог,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 13, 'B-PERCENT'), (14, 20, 'B-TYPE')]"
сваля 200г 9 % творог,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 12, 'B-PERCENT'), (13, 14, 'I-PERCENT'), (15, 21, 'B-TYPE')]"
"чайник 0,75 л","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
айсберри 100г мороженое,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 23, 'B-TYPE')]"
роллтон пюре 40г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
печенье bombbar 40 г,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
пюре агуша 90г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 14, 'B-VOLUME')]"
вода фрутоняня 5 Л,"[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND'), (15, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
кулич 500Г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
сыр князь игорь 50%,"[(0, 3, 'B-TYPE'), (4, 9, 'B-BRAND'), (10, 15, 'I-BRAND'), (16, 19, 'B-PERCENT')]"
сыр князь игорь 50 %,"[(0, 3, 'B-TYPE'), (4, 9, 'B-BRAND'), (10, 15, 'I-BRAND'), (16, 18, 'B-PERCENT'), (19, 20, 'I-PERCENT')]"
яшкино крекер 185г,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
"фруто няня нектар 0,2л","[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
скобы матрикс 1000шт,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 20, 'B-VOLUME')]"
точилка maped 063211 шт,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
смазка 360 г lecar,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 18, 'B-BRAND')]"
inral 400мл эмаль,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 17, 'B-TYPE')]"
донат 54Г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
"нарзан 0,5Л вода","[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 16, 'B-TYPE')]"
соус 200г астория,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 17, 'B-BRAND')]"
"момат 0,1% 15г мазь","[(0, 5, 'B-BRAND'), (6, 10, 'B-PERCENT'), (11, 14, 'B-VOLUME'), (15, 19, 'B-TYPE')]"
"момат 0,1 % 15г мазь","[(0, 5, 'B-BRAND'), (6, 9, 'B-PERCENT'), (10, 11, 'I-PERCENT'), (12, 15, 'B-VOLUME'), (16, 20, 'B-TYPE')]"
"alpenland 1,2% напиток 290г","[(0, 9, 'B-BRAND'), (10, 14, 'B-PERCENT'), (15, 22, 'B-TYPE'), (23, 27, 'B-VOLUME')]"
"alpenland 1,2 % напиток 290г","[(0, 9, 'B-BRAND'), (10, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 23, 'B-TYPE'), (24, 28, 'B-VOLUME')]"
фасоль rosanna 400Г,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
улитка 3шт,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
хрусteam сухарики 60г,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 21, 'B-VOLUME')]"
паста яшкино 350г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
крылышки 300г горячая штучка,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 21, 'B-BRAND'), (22, 28, 'I-BRAND')]"
starex 10кг антифриз,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 20, 'B-TYPE')]"
"прикорм 0,7кг minenko","[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 21, 'B-BRAND')]"
neomid антисептик 1 кг,"[(0, 6, 'B-BRAND'), (7, 17, 'B-TYPE'), (18, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
иглы gamma 12 шт,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME')]"
олейна 1л масло,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME'), (10, 15, 'B-TYPE')]"
сыр 1кг 45%,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME'), (8, 11, 'B-PERCENT')]"
сыр 1кг 45 %,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME'), (8, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT')]"
копчетто колбаски 0.07кг,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 24, 'B-VOLUME')]"
чипсы 70Г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
маргарин 200г щедрое лето,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 20, 'B-BRAND'), (21, 25, 'I-BRAND')]"
"красавчик 0,93л напиток","[(0, 9, 'B-BRAND'), (10, 15, 'B-VOLUME'), (16, 23, 'B-TYPE')]"
ложка assorti 5108 Л,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
"удобрение 0,9КГ фаско","[(0, 9, 'B-TYPE'), (10, 15, 'B-VOLUME'), (16, 21, 'B-BRAND')]"
свечи мс 6шт,"[(0, 5, 'B-TYPE'), (6, 8, 'B-BRAND'), (9, 12, 'B-VOLUME')]"
клей 25 г,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME')]"
"кастрюля fissman 9,8л","[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
активия 260г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME')]"
смазка 100мл,"[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME')]"
wimar заглушка 2шт,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
маринад 250 мл костровок,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME'), (15, 24, 'B-BRAND')]"
маска 25 мл ekel,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 16, 'B-BRAND')]"
гуашь 40г спектр,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
schonfeld сыр 125Г,"[(0, 9, 'B-BRAND'), (10, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
сердце 1 шт,"[(0, 6, 'B-TYPE'), (7, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]"
напиток powerup 0.25л,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'B-VOLUME')]"
bona vita карамель 60г,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 22, 'B-VOLUME')]"
"вкуснотеево 950 г молоко 1,5%","[(0, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 24, 'B-TYPE'), (25, 29, 'B-PERCENT')]"
"вкуснотеево 950 г молоко 1,5 %","[(0, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 24, 'B-TYPE'), (25, 28, 'B-PERCENT'), (29, 30, 'I-PERCENT')]"
"набор невская палитра 2,5 мл","[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 21, 'I-BRAND'), (22, 25, 'B-VOLUME'), (26, 28, 'I-VOLUME')]"
сима-ленд инструменты 5шт,"[(0, 9, 'B-BRAND'), (10, 21, 'B-TYPE'), (22, 25, 'B-VOLUME')]"
snickers батончик 95г,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 21, 'B-VOLUME')]"
прохвост корм 1кг,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
националь рис 900г,"[(0, 9, 'B-BRAND'), (10, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
цветки 50 г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
пломбир 65г кировский хк,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 21, 'B-BRAND'), (22, 24, 'I-BRAND')]"
печенье кико 600г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
alaryk пиво 6%,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 14, 'B-PERCENT')]"
alaryk пиво 6 %,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT')]"
дрожжи 100г люкс экстра,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 16, 'B-BRAND'), (17, 23, 'I-BRAND')]"
nesquik какао 250г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
шоколад 150г alpen gold,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 18, 'B-BRAND'), (19, 23, 'I-BRAND')]"
kovis 200г рулет,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 16, 'B-TYPE')]"
добрый сок 1л,"[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 13, 'B-VOLUME')]"
kenzoki маска 25%,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 17, 'B-PERCENT')]"
kenzoki маска 25 %,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT')]"
накладки 2ШТ,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
east coast 4г блесна,"[(0, 4, 'B-BRAND'), (5, 10, 'I-BRAND'), (11, 13, 'B-VOLUME'), (14, 20, 'B-TYPE')]"
дезодорант rexona 150мл,"[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND'), (18, 23, 'B-VOLUME')]"
бальзам 200мл чистая линия,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 20, 'B-BRAND'), (21, 26, 'I-BRAND')]"
бабаевский шоколад 100г,"[(0, 10, 'B-BRAND'), (11, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
приправа магия востока 15г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 22, 'I-BRAND'), (23, 26, 'B-VOLUME')]"
"молоко 3,2% агуша 500г","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 17, 'B-BRAND'), (18, 22, 'B-VOLUME')]"
"молоко 3,2 % агуша 500г","[(0, 6, 'B-TYPE'), (7, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT'), (13, 18, 'B-BRAND'), (19, 23, 'B-VOLUME')]"
benefit гель-фибра 5%,"[(0, 7, 'B-BRAND'), (8, 18, 'B-TYPE'), (19, 21, 'B-PERCENT')]"
benefit гель-фибра 5 %,"[(0, 7, 'B-BRAND'), (8, 18, 'B-TYPE'), (19, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT')]"
"агуша сок 0,2л","[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 14, 'B-VOLUME')]"
пеларгония 1 Л,"[(0, 10, 'B-TYPE'), (11, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
шоколад сударушка 90г,"[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND'), (18, 21, 'B-VOLUME')]"
мармелад fini 20г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
"молоко 1л 2,5% молодея","[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 14, 'B-PERCENT'), (15, 22, 'B-BRAND')]"
"молоко 1л 2,5 % молодея","[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 23, 'B-BRAND')]"
мёд 40мл,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME')]"
"стелфрин капли 10мл 2,5%","[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 19, 'B-VOLUME'), (20, 24, 'B-PERCENT')]"
"стелфрин капли 10мл 2,5 %","[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 19, 'B-VOLUME'), (20, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT')]"
тетрадь 96л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
за родину шпроты 175г,"[(0, 2, 'B-BRAND'), (3, 9, 'I-BRAND'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
whiskas 1 кг,"[(0, 7, 'B-BRAND'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
ключи успех 9шт,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
изделие колбасное 400г,"[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE'), (18, 22, 'B-VOLUME')]"
маска ollin 250мл,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 17, 'B-VOLUME')]"
"молоко 1л 3,2% баба маня","[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 14, 'B-PERCENT'), (15, 19, 'B-BRAND'), (20, 24, 'I-BRAND')]"
"молоко 1л 3,2 % баба маня","[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 20, 'B-BRAND'), (21, 25, 'I-BRAND')]"
клей 300г quelyd,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
хлопья 300г ясно солнышко,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 16, 'B-BRAND'), (17, 25, 'I-BRAND')]"
papia 8шт бумага,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 16, 'B-TYPE')]"
"e-on энергетик 0,5 л","[(0, 4, 'B-BRAND'), (5, 14, 'B-TYPE'), (15, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
мыло 500 мл aura,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 16, 'B-BRAND')]"
биолан 350г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME')]"
"кефир 0,9л 1,0%","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 15, 'B-PERCENT')]"
"кефир 0,9л 1,0 %","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 14, 'B-PERCENT'), (15, 16, 'I-PERCENT')]"
"бочкари лимонад 0,5л","[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
ржевский пивовар 1 л эль,"[(0, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME'), (21, 24, 'B-TYPE')]"
эврика кружка 111179. Л,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
вода агуша 5л,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 13, 'B-VOLUME')]"
кетчуп махеевъ 300г,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
братцы вареники 350г,"[(0, 6, 'B-BRAND'), (7, 15, 'I-BRAND'), (16, 20, 'B-VOLUME')]"
пирог 590Г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
зубная паста 74г рокс,"[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 16, 'B-VOLUME'), (17, 21, 'B-BRAND')]"
салат 150 г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
таблетки 4. Г глицин,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 20, 'B-BRAND')]"
пироги 800г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
"саперави 13% 0,75л вино","[(0, 8, 'B-BRAND'), (9, 12, 'B-PERCENT'), (13, 18, 'B-VOLUME'), (19, 23, 'B-TYPE')]"
"саперави 13 % 0,75л вино","[(0, 8, 'B-BRAND'), (9, 11, 'B-PERCENT'), (12, 13, 'I-PERCENT'), (14, 19, 'B-VOLUME'), (20, 24, 'B-TYPE')]"
пастила 100г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
палочки аура 200ШТ,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 18, 'B-VOLUME')]"
яшкино 160г рулетики,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 20, 'B-TYPE')]"
"day2day 0,5л вода","[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 17, 'B-TYPE')]"
safeline изолента 10шт,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
мириталь 480г блинчики,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 22, 'B-TYPE')]"
тринкета 70г конфета,"[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME'), (13, 20, 'B-TYPE')]"
магия востока приправа 15г,"[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 22, 'B-TYPE'), (23, 26, 'B-VOLUME')]"
анаком пюре 35г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
мороженое сибирский уголь 75г,"[(0, 9, 'B-TYPE'), (10, 19, 'B-BRAND'), (20, 25, 'I-BRAND'), (26, 29, 'B-VOLUME')]"
coca-cola 355 мл напиток,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME'), (17, 24, 'B-TYPE')]"
творог 300г 9% савушкин,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 14, 'B-PERCENT'), (15, 23, 'B-BRAND')]"
творог 300г 9 % савушкин,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 13, 'B-PERCENT'), (14, 15, 'I-PERCENT'), (16, 24, 'B-BRAND')]"
taft 75мл лак,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 13, 'B-TYPE')]"
ветчина 80г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
творог 5% савушкин 130Г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-PERCENT'), (10, 18, 'B-BRAND'), (19, 23, 'B-VOLUME')]"
творог 5 % савушкин 130Г,"[(0, 6, 'B-TYPE'), (7, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 19, 'B-BRAND'), (20, 24, 'B-VOLUME')]"
маруся 5% творог 500г,"[(0, 6, 'B-BRAND'), (7, 9, 'B-PERCENT'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
маруся 5 % творог 500г,"[(0, 6, 'B-BRAND'), (7, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
экомилк сыр 400 г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
бабаевский батончик 50г,"[(0, 10, 'B-BRAND'), (11, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
умка мыло 300мл,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE'), (10, 15, 'B-VOLUME')]"
яшкино пряники 350г,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
бальзам 4.5г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
запеканка 200 г,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME')]"
"квас лысково 1,5л","[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
крючки веселый роджер 2шт,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 21, 'I-BRAND'), (22, 25, 'B-VOLUME')]"
bombbar батончик 60г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 20, 'B-VOLUME')]"
"капуста 0,9кг","[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
пакеты 180л grifon,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 18, 'B-BRAND')]"
прокладки 10шт милана,"[(0, 9, 'B-TYPE'), (10, 14, 'B-VOLUME'), (15, 21, 'B-BRAND')]"
шорты 11.21 КГ,"[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
"miller 0,5л пиво","[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 16, 'B-TYPE')]"
игрушка 1 шт,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
"zatecky gus пиво 1,35л","[(0, 7, 'B-BRAND'), (8, 11, 'I-BRAND'), (12, 16, 'B-TYPE'), (17, 22, 'B-VOLUME')]"
коровка из кореновки мороженое 100г,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 30, 'B-TYPE'), (31, 35, 'B-VOLUME')]"
капли 10 мл риностоп 0.025%,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 20, 'B-BRAND'), (21, 27, 'B-PERCENT')]"
капли 10 мл риностоп 0.025 %,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 20, 'B-BRAND'), (21, 26, 'B-PERCENT'), (27, 28, 'I-PERCENT')]"
"монитор 1,00 шт aoc","[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME'), (16, 19, 'B-BRAND')]"
bunio 750мл сок,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
соль setra 500г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
chupa chups 10Г мармелад,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 15, 'B-VOLUME'), (16, 24, 'B-TYPE')]"
dkny 2ШТ набор,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 14, 'B-TYPE')]"
чистая линия 80г крем,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 16, 'B-VOLUME'), (17, 21, 'B-TYPE')]"
фрау марта 1л,"[(0, 4, 'B-BRAND'), (5, 10, 'I-BRAND'), (11, 13, 'B-VOLUME')]"
"вода badoit 0,75 л","[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND'), (12, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
"ряженка 2,5% 1000г родимая сторонка","[(0, 7, 'B-TYPE'), (8, 12, 'B-PERCENT'), (13, 18, 'B-VOLUME'), (19, 26, 'B-BRAND'), (27, 35, 'I-BRAND')]"
"ряженка 2,5 % 1000г родимая сторонка","[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT'), (12, 13, 'I-PERCENT'), (14, 19, 'B-VOLUME'), (20, 27, 'B-BRAND'), (28, 36, 'I-BRAND')]"
zlatka бисер 10 г,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
сыр свитлогорье 150Г 45%,"[(0, 3, 'B-TYPE'), (4, 15, 'B-BRAND'), (16, 20, 'B-VOLUME'), (21, 24, 'B-PERCENT')]"
сыр свитлогорье 150Г 45 %,"[(0, 3, 'B-TYPE'), (4, 15, 'B-BRAND'), (16, 20, 'B-VOLUME'), (21, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT')]"
вода 5л элтранс,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 15, 'B-BRAND')]"
шоколад alpen gold 95г,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 18, 'I-BRAND'), (19, 22, 'B-VOLUME')]"
подводка 3.0 Г vrt,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME'), (15, 18, 'B-BRAND')]"
