query,markup
батончик 40г яшкино,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 19, 'B-BRAND')]"
"шоколад 0,2кг","[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
агуша йогурт 85г,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
картон 8 л,"[(0, 6, 'B-TYPE'), (7, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
яшкино рулетики 160г,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
пюре 90г heinz,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 14, 'B-BRAND')]"
лакомство 4602533781577 Л little one,"[(0, 9, 'B-TYPE'), (10, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME'), (26, 32, 'B-BRAND'), (33, 36, 'I-BRAND')]"
pinko 7% кеды,"[(0, 5, 'B-BRAND'), (6, 8, 'B-PERCENT'), (9, 13, 'B-TYPE')]"
варенье 340г для внучат,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 16, 'B-BRAND'), (17, 23, 'I-BRAND')]"
baker house 90 г хлебцы,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME'), (17, 23, 'B-TYPE')]"
масло 1л,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME')]"
капли 10мл,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
главсуп 250г рассольник,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 23, 'B-TYPE')]"
"я сок 0,2л","[(0, 1, 'B-BRAND'), (2, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
смазка felix 400мл,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 18, 'B-VOLUME')]"
подгузники 8 кг pampers,"[(0, 10, 'B-TYPE'), (11, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME'), (16, 23, 'B-BRAND')]"
календарь 2022г,"[(0, 9, 'B-TYPE'), (10, 15, 'B-VOLUME')]"
соль 400 г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
пюре южное изобилие 37г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 19, 'I-BRAND'), (20, 23, 'B-VOLUME')]"
вафли акульчев 80г,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
старый кенигсберг коньяк 40%,"[(0, 6, 'B-BRAND'), (7, 17, 'I-BRAND'), (18, 24, 'B-TYPE'), (25, 28, 'B-PERCENT')]"
wasa 37г хлебцы,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 15, 'B-TYPE')]"
quelyd клей 300г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
энергетик 1л explorer,"[(0, 9, 'B-TYPE'), (10, 12, 'B-VOLUME'), (13, 21, 'B-BRAND')]"
поиск 5 шт эустома,"[(0, 5, 'B-BRAND'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME'), (11, 18, 'B-TYPE')]"
минипек 200г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME')]"
гринфилд 2Г чай,"[(0, 8, 'B-BRAND'), (9, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
mabroc 100г чай,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
"коровка из кореновки 8,5% молоко 270г","[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 25, 'B-PERCENT'), (26, 32, 'B-TYPE'), (33, 37, 'B-VOLUME')]"
"сваля 1,8% 200г творог","[(0, 5, 'B-BRAND'), (6, 10, 'B-PERCENT'), (11, 15, 'B-VOLUME'), (16, 22, 'B-TYPE')]"
круассаны яшкино 180 г,"[(0, 9, 'B-TYPE'), (10, 16, 'B-BRAND'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
напиток эльбрусинка 0.5л,"[(0, 7, 'B-TYPE'), (8, 19, 'B-BRAND'), (20, 24, 'B-VOLUME')]"
"бальзам мое солнышко 2,8г","[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 20, 'I-BRAND'), (21, 25, 'B-VOLUME')]"
салфетка 100 шт,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
пемолюкс средство для посуды 450мл,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 21, 'I-TYPE'), (22, 28, 'I-TYPE'), (29, 34, 'B-VOLUME')]"
балдо 10шт капуста,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 18, 'B-TYPE')]"
сыр 130г ежедень,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 16, 'B-BRAND')]"
milly milky 170г сырники,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 16, 'B-VOLUME'), (17, 24, 'B-TYPE')]"
московский картофель 70г,"[(0, 10, 'B-BRAND'), (11, 20, 'I-BRAND'), (21, 24, 'B-VOLUME')]"
полотенце 2шт,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
розетка makel 2 г,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
basik 6шт стопки,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 16, 'B-TYPE')]"
сыр 60% 150г,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT'), (8, 12, 'B-VOLUME')]"
"freeman 0,5л водка","[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 18, 'B-TYPE')]"
liqui moly очиститель 300мл,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 21, 'B-TYPE'), (22, 27, 'B-VOLUME')]"
знать 50г 20% чипсы,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 13, 'B-PERCENT'), (14, 19, 'B-TYPE')]"
"трое в лодке пиво 0,5л","[(0, 4, 'B-BRAND'), (5, 6, 'I-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
герметик 0686226811585 Г permatex,"[(0, 8, 'B-TYPE'), (9, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME'), (25, 33, 'B-BRAND')]"
aro нектар 0.2л,"[(0, 3, 'B-BRAND'), (4, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
коньяк чаренц 10 л,"[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND'), (14, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
"фруто няня 0,2л каша","[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 15, 'B-VOLUME'), (16, 20, 'B-TYPE')]"
микс 220 г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
шприц 2мл,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
любимый 1л нектар,"[(0, 7, 'B-BRAND'), (8, 10, 'B-VOLUME'), (11, 17, 'B-TYPE')]"
гавриш 1 г семена,"[(0, 6, 'B-BRAND'), (7, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME'), (11, 17, 'B-TYPE')]"
печенье 114г любятово,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 21, 'B-BRAND')]"
coca cola 0.33л напиток,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 15, 'B-VOLUME'), (16, 23, 'B-TYPE')]"
"свитлогорье 3,2% кефир 930мл","[(0, 11, 'B-BRAND'), (12, 16, 'B-PERCENT'), (17, 22, 'B-TYPE'), (23, 28, 'B-VOLUME')]"
лапша роллтон 90г,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
eos pods картриджи 2%,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 18, 'B-TYPE'), (19, 21, 'B-PERCENT')]"
куркума 20г kotanyi,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 19, 'B-BRAND')]"
магнат мороженое 74г,"[(0, 6, 'B-BRAND'), (7, 16, 'B-TYPE'), (17, 20, 'B-VOLUME')]"
chupa chups 12г,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 15, 'B-VOLUME')]"
каша 45г вишневый сад,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 17, 'B-BRAND'), (18, 21, 'I-BRAND')]"
"жигулевское 0,45л пиво 4,5%","[(0, 11, 'B-BRAND'), (12, 17, 'B-VOLUME'), (18, 22, 'B-TYPE'), (23, 27, 'B-PERCENT')]"
торт 660г,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME')]"
lenor кондиционер 1л,"[(0, 5, 'B-BRAND'), (6, 17, 'B-TYPE'), (18, 20, 'B-VOLUME')]"
увелка хлопья 400г,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
диво 300г холодец,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 17, 'B-TYPE')]"
"жигулевское пиво 4,5% 0,45л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 21, 'B-PERCENT'), (22, 27, 'B-VOLUME')]"
лук 1КГ,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME')]"
haribo 140г мармелад,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 20, 'B-TYPE')]"
"лимонад бела кола 0,5 л","[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'I-BRAND'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
"молоко 2,5% 930г","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 16, 'B-VOLUME')]"
печенье русские узоры 230 Г,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'I-BRAND'), (22, 25, 'B-VOLUME'), (26, 27, 'I-VOLUME')]"
рось 250 мл масло,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 17, 'B-TYPE')]"
макароны макфа 400г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
хруст бокс 60г гренки,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'B-VOLUME'), (15, 21, 'B-TYPE')]"
"астра 0,3г","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
maccoffee кофе 16 г,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
суп 250г,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME')]"
аппетитка 485г arma,"[(0, 9, 'B-TYPE'), (10, 14, 'B-VOLUME'), (15, 19, 'B-BRAND')]"
колбаски 70г дымов,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 18, 'B-BRAND')]"
duracell батарейки 1 шт,"[(0, 8, 'B-BRAND'), (9, 18, 'B-TYPE'), (19, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
пирожное 0.28кг баттерфляй,"[(0, 8, 'B-TYPE'), (9, 15, 'B-VOLUME'), (16, 26, 'B-BRAND')]"
агуша 10% 30г хлебцы,"[(0, 5, 'B-BRAND'), (6, 9, 'B-PERCENT'), (10, 13, 'B-VOLUME'), (14, 20, 'B-TYPE')]"
пюре спеленок 125г,"[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
скетчпад paper art 20л,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 18, 'I-BRAND'), (19, 22, 'B-VOLUME')]"
соус heinz 230г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
factory studio 70% 100мл,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 18, 'B-PERCENT'), (19, 24, 'B-VOLUME')]"
камбала 10%,"[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT')]"
кофе 75 г jardin,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME'), (10, 16, 'B-BRAND')]"
"снежок 2,5% 450г короваево","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 16, 'B-VOLUME'), (17, 26, 'B-BRAND')]"
"святой грааль 0,5 л напиток","[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME'), (20, 27, 'B-TYPE')]"
раэ кисель 500мл,"[(0, 3, 'B-BRAND'), (4, 10, 'B-TYPE'), (11, 16, 'B-VOLUME')]"
"лайм липецкая 1,5л","[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
"schweppes 0,9л","[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME')]"
beerka 80г фисташки,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
"пиво 1,35л жигулевское 4%","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 22, 'B-BRAND'), (23, 25, 'B-PERCENT')]"
фруто няня пюре 90г,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
удобрение 1кг фаско,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 19, 'B-BRAND')]"
батончик 30г corline,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 20, 'B-BRAND')]"
рулетики 1 кг,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
правильный продукт сыр 30г,"[(0, 10, 'B-BRAND'), (11, 18, 'I-BRAND'), (19, 22, 'B-TYPE'), (23, 26, 'B-VOLUME')]"
кейк-мастер кекс 400г,"[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
мыло абсолют 90Г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 16, 'B-VOLUME')]"
мираторг пельмени 800г 40%,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 22, 'B-VOLUME'), (23, 26, 'B-PERCENT')]"
аксамон 1мл,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME')]"
акконд конфеты 2кг,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
угольник 90г ртп,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 16, 'B-BRAND')]"
"балтика 4,8% пиво 0,9л","[(0, 7, 'B-BRAND'), (8, 12, 'B-PERCENT'), (13, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
масло идеал 1л,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 14, 'B-VOLUME')]"
сок фруктовый сад 0.95л,"[(0, 3, 'B-TYPE'), (4, 13, 'B-BRAND'), (14, 17, 'I-BRAND'), (18, 23, 'B-VOLUME')]"
сады придонья сок 1Л,"[(0, 4, 'B-BRAND'), (5, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 20, 'B-VOLUME')]"
лапша 62г оттоги,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
vortex фиксатор 36шт,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
вода спортик 0.33л,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 18, 'B-VOLUME')]"
baker house 350 г торт,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 22, 'B-TYPE')]"
"нектар коркус 0,33л","[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND'), (14, 19, 'B-VOLUME')]"
лукойл 4л,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME')]"
яшкино 180 Г круассаны,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 22, 'B-TYPE')]"
"молоко 930мл экомилк 3,2%","[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME'), (13, 20, 'B-BRAND'), (21, 25, 'B-PERCENT')]"
palette бальзам 150мл,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 21, 'B-VOLUME')]"
фруто няня 130г пюре,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 15, 'B-VOLUME'), (16, 20, 'B-TYPE')]"
fa 90г мыло,"[(0, 2, 'B-BRAND'), (3, 6, 'B-VOLUME'), (7, 11, 'B-TYPE')]"
greenfield 2г чай,"[(0, 10, 'B-BRAND'), (11, 13, 'B-VOLUME'), (14, 17, 'B-TYPE')]"
хлебцы wasa 330г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 16, 'B-VOLUME')]"
dove 100г мыло,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 14, 'B-TYPE')]"
"капли дексаметазон 0,1% 10МЛ","[(0, 5, 'B-TYPE'), (6, 18, 'B-BRAND'), (19, 23, 'B-PERCENT'), (24, 28, 'B-VOLUME')]"
"ближние горки 6% 0,95л молоко","[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 16, 'B-PERCENT'), (17, 22, 'B-VOLUME'), (23, 29, 'B-TYPE')]"
приправа 15г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
"вода ессентуки 0,45л","[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND'), (15, 20, 'B-VOLUME')]"
bayer капли 10кг,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
jameson 40 мл,"[(0, 7, 'B-BRAND'), (8, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
сухарики хрусteam 60г,"[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND'), (18, 21, 'B-VOLUME')]"
ведро 14л,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
фц пастила 350г,"[(0, 2, 'B-BRAND'), (3, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
игрушка 18г happy box,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND'), (18, 21, 'I-BRAND')]"
пятновыводитель 450мл vanish,"[(0, 15, 'B-TYPE'), (16, 21, 'B-VOLUME'), (22, 28, 'B-BRAND')]"
"золотая звезда бальзам 1,3 г","[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 22, 'B-TYPE'), (23, 26, 'B-VOLUME'), (27, 28, 'I-VOLUME')]"
газ 52.56 л,"[(0, 3, 'B-TYPE'), (4, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
sangam herbals 15 г благовония,"[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME'), (20, 30, 'B-TYPE')]"
"йогурт 1,2% нежный 100 г","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 18, 'B-BRAND'), (19, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
педигри 180г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME')]"
vizit гель-смазка 50 мл,"[(0, 5, 'B-BRAND'), (6, 17, 'B-TYPE'), (18, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
творог обережье 200Г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
крупа увелка 400г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
мука 2кг,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME')]"
масло 1л кубаночка,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 18, 'B-BRAND')]"
батончик 30 г фрутилад,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 22, 'B-BRAND')]"
механизм 2шт,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
таблетки 0.02г тамоксифен,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME'), (15, 25, 'B-BRAND')]"
венгерка 75 г,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
печенье посиделкино 310г,"[(0, 7, 'B-TYPE'), (8, 19, 'B-BRAND'), (20, 24, 'B-VOLUME')]"
oreo 95г печенье,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 16, 'B-TYPE')]"
шоколад 200г коммунарка,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 23, 'B-BRAND')]"
колгот 2шт,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
сыр 35% 200г радость вкуса,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT'), (8, 12, 'B-VOLUME'), (13, 20, 'B-BRAND'), (21, 26, 'I-BRAND')]"
naturella 20шт прокладки,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 24, 'B-TYPE')]"
краска 60 мл estel,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME'), (13, 18, 'B-BRAND')]"
гематоген 2. Г,"[(0, 9, 'B-TYPE'), (10, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
гайка 4 шт,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
мыло чистодом 5л,"[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 16, 'B-VOLUME')]"
сто рецептов красоты маска 1шт,"[(0, 3, 'B-BRAND'), (4, 12, 'I-BRAND'), (13, 20, 'I-BRAND'), (21, 26, 'B-TYPE'), (27, 30, 'B-VOLUME')]"
президент 150Г сыр 40%,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 18, 'B-TYPE'), (19, 22, 'B-PERCENT')]"
набор 3шт hatchimals,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 20, 'B-BRAND')]"
клей 25кг ес,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 12, 'B-BRAND')]"
удобрение 100г агровита,"[(0, 9, 'B-TYPE'), (10, 14, 'B-VOLUME'), (15, 23, 'B-BRAND')]"
"коньяк 40,0% 5 л","[(0, 6, 'B-TYPE'), (7, 12, 'B-PERCENT'), (13, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]"
сыр 50% grassan 100г,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT'), (8, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
clearasil лосьон 150МЛ,"[(0, 9, 'B-BRAND'), (10, 16, 'B-TYPE'), (17, 22, 'B-VOLUME')]"
торт 900 г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
тимоша халва 1КГ,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
масло тмина royal 125мл,"[(0, 5, 'B-TYPE'), (6, 11, 'I-TYPE'), (12, 17, 'B-BRAND'), (18, 23, 'B-VOLUME')]"
салфетки 20 Г грани,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 19, 'B-BRAND')]"
сигареты максим 1 шт,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND'), (16, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
fertika 100 г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
серпянка 36шт unibob,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 20, 'B-BRAND')]"
краска 220мл невская палитра,"[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME'), (13, 20, 'B-BRAND'), (21, 28, 'I-BRAND')]"
аккумуляторы camelion 2 шт,"[(0, 12, 'B-TYPE'), (13, 21, 'B-BRAND'), (22, 23, 'B-VOLUME'), (24, 26, 'I-VOLUME')]"
"националь 1,5кг гречка","[(0, 9, 'B-BRAND'), (10, 15, 'B-VOLUME'), (16, 22, 'B-TYPE')]"
салфетка 100шт,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME')]"
лаваш 150г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
мармелад 70г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
карат сыр 90г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
сыр 140г 45% president,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 12, 'B-PERCENT'), (13, 22, 'B-BRAND')]"
чистая линия шампунь 400мл,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 20, 'B-TYPE'), (21, 26, 'B-VOLUME')]"
бананы 0.35кг,"[(0, 6, 'B-TYPE'), (7, 13, 'B-VOLUME')]"
станки 10шт gillette,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 20, 'B-BRAND')]"
ножовка вихрь 1шт,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
корыто 45л,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
авикомп 40шт пакеты,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 19, 'B-TYPE')]"
"zahringer пиво 4,8%","[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 19, 'B-PERCENT')]"
старатели клей 5кг,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
тетрадь альт 48л,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 16, 'B-VOLUME')]"
пирожное 150г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
pausa 90г чай,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 13, 'B-TYPE')]"
friskies 400г корм,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 18, 'B-TYPE')]"
kent 1шт,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME')]"
whiskas корм 85г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
мыло 100г dove,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 14, 'B-BRAND')]"
